event_id,event_date,post_created_at,chapter,event_class,stage,status,kind,pages_manuscript,n_pages,chapters_remaining,n_chapters,source_text_ja,extraction_method,confidence,notes,tweet_id,source_url
E00478,2024-10-20,2024-10-20,423,page_completed,,,,2 3,2,,,,inferred,medium,chapter via enumerated,1847921641529225252,https://x.com/Un4v5s8bgsVk9Xp/status/1847921641529225252
E00479,2024-10-21,2024-10-21,423,page_completed,,,,4 5,2,,,,inferred,medium,chapter via enumerated,1848276953876631635,https://x.com/Un4v5s8bgsVk9Xp/status/1848276953876631635
E00480,2024-10-23,2024-10-23,423,page_completed,,,,8 9,2,,,,inferred,medium,chapter via enumerated,1849027649039188449,https://x.com/Un4v5s8bgsVk9Xp/status/1849027649039188449
E00185,2024-10-24,2024-10-24T19:14:50.610000+00:00,406,chapter_stage,retouch,complete,,,,,,加筆終了。完成。,text_explicit,high,,1849530005652652319,https://x.com/Un4v5s8bgsVk9Xp/status/1849530005652652319
E00481,2024-10-24,2024-10-24,423,page_completed,,,,10 11,2,,,,inferred,medium,chapter via enumerated,1849380852440215626,https://x.com/Un4v5s8bgsVk9Xp/status/1849380852440215626
E00186,2024-10-25,2024-10-25T00:35:29.330000+00:00,407,chapter_stage,retouch,complete,,,,,,加筆終了。完成。,text_explicit,high,,1849610698692886537,https://x.com/Un4v5s8bgsVk9Xp/status/1849610698692886537
E00482,2024-10-25,2024-10-25,423,page_completed,,,,12 13,2,,,,inferred,medium,chapter via enumerated,1849740459159191597,https://x.com/Un4v5s8bgsVk9Xp/status/1849740459159191597
E00483,2024-10-26,2024-10-26,423,page_completed,,,,14 15,2,,,,inferred,medium,chapter via enumerated,1850136722241425490,https://x.com/Un4v5s8bgsVk9Xp/status/1850136722241425490
E00484,2024-10-27,2024-10-27,423,page_completed,,,,16 17,2,,,,inferred,medium,chapter via enumerated,1850465656988475814,https://x.com/Un4v5s8bgsVk9Xp/status/1850465656988475814
E00187,2024-10-28,2024-10-28T08:37:20.303000+00:00,423,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1850819123699401039,https://x.com/Un4v5s8bgsVk9Xp/status/1850819123699401039
E00188,2024-10-29,2024-10-29T10:30:13.451000+00:00,424,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1851209920206815281,https://x.com/Un4v5s8bgsVk9Xp/status/1851209920206815281
E00485,2024-10-30,2024-10-30,424,page_completed,,,,3 4,2,,,,inferred,medium,chapter via enumerated,1851536123706941636,https://x.com/Un4v5s8bgsVk9Xp/status/1851536123706941636
E00486,2024-10-31,2024-10-31,424,page_completed,,,,5 6,2,,,,inferred,medium,chapter via enumerated,1851926903923577299,https://x.com/Un4v5s8bgsVk9Xp/status/1851926903923577299
E00487,2024-11-01,2024-11-01,424,page_completed,,,,7 8,2,,,,inferred,medium,chapter via enumerated,1852330736583692500,https://x.com/Un4v5s8bgsVk9Xp/status/1852330736583692500
E00488,2024-11-02,2024-11-02,424,page_completed,,,,9 10,2,,,,inferred,medium,chapter via enumerated,1852646493074702518,https://x.com/Un4v5s8bgsVk9Xp/status/1852646493074702518
E00489,2024-11-03,2024-11-03,424,page_completed,,,,11 12,2,,,,inferred,medium,chapter via enumerated,1853010843467960685,https://x.com/Un4v5s8bgsVk9Xp/status/1853010843467960685
E00490,2024-11-04,2024-11-04,424,page_completed,,,,13 14,2,,,,inferred,medium,chapter via enumerated,1853392073246011796,https://x.com/Un4v5s8bgsVk9Xp/status/1853392073246011796
E00491,2024-11-05,2024-11-05,424,page_completed,,,,15 16,2,,,,inferred,medium,chapter via enumerated,1853779871308411363,https://x.com/Un4v5s8bgsVk9Xp/status/1853779871308411363
E00189,2024-11-08,2024-11-08T20:47:23.712000+00:00,408,chapter_stage,retouch,complete,,,,,,加筆完了。修正指定書作成完了。,text_explicit,high,multi-stage phrase,1854989115034681390,https://x.com/Un4v5s8bgsVk9Xp/status/1854989115034681390
E00190,2024-11-08,2024-11-08T20:47:23.712000+00:00,408,chapter_stage,bg_spec,complete,,,,,,加筆完了。修正指定書作成完了。,text_explicit,high,multi-stage phrase,1854989115034681390,https://x.com/Un4v5s8bgsVk9Xp/status/1854989115034681390
E00191,2024-11-08,2024-11-08T20:47:23.712000+00:00,424,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1854989115034681390,https://x.com/Un4v5s8bgsVk9Xp/status/1854989115034681390
E00192,2024-11-08,2024-11-08T20:47:23.712000+00:00,,disruption,,,workspace,,,,,片付けたアナログトーン大活躍なの,text_explicit,high,,1854989115034681390,https://x.com/Un4v5s8bgsVk9Xp/status/1854989115034681390
E00193,2024-11-10,2024-11-10T09:11:52.890000+00:00,409,chapter_stage,retouch,complete,,,,,,加筆完了。修正指定書作成完了。,text_explicit,high,multi-stage phrase,1855538859012133321,https://x.com/Un4v5s8bgsVk9Xp/status/1855538859012133321
E00194,2024-11-10,2024-11-10T09:11:52.890000+00:00,409,chapter_stage,bg_spec,complete,,,,,,加筆完了。修正指定書作成完了。,text_explicit,high,multi-stage phrase,1855538859012133321,https://x.com/Un4v5s8bgsVk9Xp/status/1855538859012133321
E00195,2024-11-16,2024-11-16T05:46:41.666000+00:00,409,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1857661549189673090,https://x.com/Un4v5s8bgsVk9Xp/status/1857661549189673090
E00196,2024-11-16,2024-11-16T07:15:34.688000+00:00,410,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1857683917504958862,https://x.com/Un4v5s8bgsVk9Xp/status/1857683917504958862
E00197,2024-11-17,2024-11-17T20:34:07.831000+00:00,411,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。眠い。,text_explicit,high,,1858247267658146297,https://x.com/Un4v5s8bgsVk9Xp/status/1858247267658146297
E00198,2024-11-18,2024-11-18T21:32:58.682000+00:00,411,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1858624464986185991,https://x.com/Un4v5s8bgsVk9Xp/status/1858624464986185991
E00199,2024-11-19,2024-11-19T12:07:45.712000+00:00,412,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1858844611546099814,https://x.com/Un4v5s8bgsVk9Xp/status/1858844611546099814
E00200,2024-11-20,2024-11-20T14:31:54.290000+00:00,412,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1859243274177053137,https://x.com/Un4v5s8bgsVk9Xp/status/1859243274177053137
E00201,2024-11-20,2024-11-20T21:05:23.062000+00:00,413,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。眠い。,text_explicit,high,,1859342296543789364,https://x.com/Un4v5s8bgsVk9Xp/status/1859342296543789364
E00202,2024-11-23,2024-11-23T11:37:29.116000+00:00,,batch_scope,name,,,,,,2,ネーム2話分完成。,text_explicit,high,,1860286543652700383,https://x.com/Un4v5s8bgsVk9Xp/status/1860286543652700383
E00203,2024-11-23,2024-11-23T11:53:24.195000+00:00,,batch_scope,name,,,,,,2,ネーム2話分完成。,text_explicit,high,,1860290549544370379,https://x.com/Un4v5s8bgsVk9Xp/status/1860290549544370379
E00204,2024-11-28,2024-11-28T09:16:12.428000+00:00,,batch_scope,name,,,,,,2,ネーム、2話分完成。,text_explicit,high,,1862062929174237282,https://x.com/Un4v5s8bgsVk9Xp/status/1862062929174237282
E00205,2024-12-01,2024-12-01T15:44:55.004000+00:00,,batch_scope,name,,,,,,1,もう1話分ネーム完成。,text_explicit,high,,1863247914744820073,https://x.com/Un4v5s8bgsVk9Xp/status/1863247914744820073
E00206,2024-12-02,2024-12-02T18:06:21.705000+00:00,,batch_scope,name,,,,,,1,もう1話分ネーム完成。,text_explicit,high,,1863645898414362795,https://x.com/Un4v5s8bgsVk9Xp/status/1863645898414362795
E00207,2024-12-11,2024-12-11T03:59:45.252000+00:00,,batch_scope,name,,,,,,1,もう1話分ネーム完成。,text_explicit,high,,1866694333438759390,https://x.com/Un4v5s8bgsVk9Xp/status/1866694333438759390
E00208,2024-12-11,2024-12-11T03:59:45.252000+00:00,,disruption,,,health,,,,,歩けるくらい回復して自力で,text_explicit,high,,1866694333438759390,https://x.com/Un4v5s8bgsVk9Xp/status/1866694333438759390
E00209,2024-12-12,2024-12-12T19:00:43.857000+00:00,,batch_scope,name,,,,,,1,ネーム、もう1話分完成。,text_explicit,high,,1867283459527651583,https://x.com/Un4v5s8bgsVk9Xp/status/1867283459527651583
E00210,2024-12-13,2024-12-13T20:02:53.791000+00:00,,batch_scope,name,,,,,,1,もう1話分ネーム完成。,text_explicit,high,,1867661491870327045,https://x.com/Un4v5s8bgsVk9Xp/status/1867661491870327045
E00211,2024-12-14,2024-12-14T09:51:18.829000+00:00,,batch_scope,name,,,,,,1,もう1話分ネーム完成。,text_explicit,high,,1867869969909952535,https://x.com/Un4v5s8bgsVk9Xp/status/1867869969909952535
E00212,2024-12-16,2024-12-16T16:41:17.185000+00:00,,batch_scope,dialogue,,,,,,50,この先掲載予定50話分の台詞と,text_explicit,high,,1868697918624219482,https://x.com/Un4v5s8bgsVk9Xp/status/1868697918624219482
E00213,2024-12-21,2024-12-21T04:22:52.681000+00:00,,ancillary_work,,,tankobon,,,,,誤りです。単行本で修正します。,text_explicit,high,,1870324031393759285,https://x.com/Un4v5s8bgsVk9Xp/status/1870324031393759285
E00214,2025-08-19,2025-08-19T08:29:18.426000+00:00,413,chapter_stage,bg_spec,complete,,,,,,背景指定完了。,text_explicit,high,,1957721522912784499,https://x.com/Un4v5s8bgsVk9Xp/status/1957721522912784499
E00215,2025-08-26,2025-08-26T19:20:47.643000+00:00,414,chapter_stage,bg_spec,complete,,,,,,背景指定完了。,text_explicit,high,,1960422190031233205,https://x.com/Un4v5s8bgsVk9Xp/status/1960422190031233205
E00216,2025-08-28,2025-08-28T16:13:58.692000+00:00,415,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1961099952014360828,https://x.com/Un4v5s8bgsVk9Xp/status/1961099952014360828
E00217,2025-08-31,2025-08-31T01:12:31.597000+00:00,416,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1961960257892286876,https://x.com/Un4v5s8bgsVk9Xp/status/1961960257892286876
E00218,2025-09-02,2025-09-02T20:32:40.733000+00:00,417,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1962976995501035833,https://x.com/Un4v5s8bgsVk9Xp/status/1962976995501035833
E00219,2025-09-03,2025-09-03T22:37:47.926000+00:00,418,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1963370870816346599,https://x.com/Un4v5s8bgsVk9Xp/status/1963370870816346599
E00220,2025-09-10,2025-09-10T06:33:13.350000+00:00,419,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1965664842309906743,https://x.com/Un4v5s8bgsVk9Xp/status/1965664842309906743
E00221,2025-10-06,2025-10-06T12:36:56.937000+00:00,420,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1975178461573718506,https://x.com/Un4v5s8bgsVk9Xp/status/1975178461573718506
E00245,2025-10-07,2025-10-07,414,chapter_stage,dialogue,complete,,,,,,台詞入れ 完了!,image_transcription,high,,1975659435868758215,https://x.com/Un4v5s8bgsVk9Xp/status/1975659435868758215
E00246,2025-10-08,2025-10-08,415,chapter_stage,dialogue,complete,,,,,,台詞入れ 完了,image_transcription,high,,1975887096029348124,https://x.com/Un4v5s8bgsVk9Xp/status/1975887096029348124
E00247,2025-10-09,2025-10-09,417,chapter_stage,dialogue,complete,,,,,,台詞入れ 完了,image_transcription,high,,1976303383805092095,https://x.com/Un4v5s8bgsVk9Xp/status/1976303383805092095
E00248,2025-10-09,2025-10-09,416,chapter_stage,dialogue,complete,,,,,,台詞入れ 完了!,image_transcription,high,,1976212321283485898,https://x.com/Un4v5s8bgsVk9Xp/status/1976212321283485898
E00249,2025-10-10,2025-10-10,418,chapter_stage,dialogue,complete,,,,,,台詞入れ 完了!,image_transcription,high,,1976594157939638610,https://x.com/Un4v5s8bgsVk9Xp/status/1976594157939638610
E00250,2025-10-11,2025-10-11,420,chapter_stage,dialogue,complete,,,,,,台詞入れ 完了! / 10話分の指定が完了しました。引き続き原稿を進めて行きます。,image_transcription,high,,1977033686664331359,https://x.com/Un4v5s8bgsVk9Xp/status/1977033686664331359
E00251,2025-10-11,2025-10-11,,batch_scope,dialogue,,,,,,10,台詞入れ 完了! / 10話分の指定が完了しました。引き続き原稿を進めて行きます。,image_transcription,high,,1977033686664331359,https://x.com/Un4v5s8bgsVk9Xp/status/1977033686664331359
E00222,2025-10-12,2025-10-12T09:52:22.885000+00:00,424,chapter_stage,chapter_level,in_progress,,,,,,の原稿捜索中。,text_explicit,high,"bare status, scoped to chapter",1977311373991522504,https://x.com/Un4v5s8bgsVk9Xp/status/1977311373991522504
E00223,2025-10-12,2025-10-12T09:52:22.885000+00:00,,disruption,,,lost_manuscript,,,,,の原稿捜索中。,text_explicit,high,,1977311373991522504,https://x.com/Un4v5s8bgsVk9Xp/status/1977311373991522504
E00492,2025-10-15,2025-10-15,425,page_completed,,,,2,1,,,,inferred,medium,chapter via enumerated,1978401791663390746,https://x.com/Un4v5s8bgsVk9Xp/status/1978401791663390746
E00493,2025-10-16,2025-10-16,425,page_completed,,,,3,1,,,,inferred,medium,chapter via enumerated,1978697089862271029,https://x.com/Un4v5s8bgsVk9Xp/status/1978697089862271029
E00494,2025-10-17,2025-10-17,425,page_completed,,,,4,1,,,,inferred,medium,chapter via enumerated,1979061149418057774,https://x.com/Un4v5s8bgsVk9Xp/status/1979061149418057774
E00495,2025-10-19,2025-10-19,425,page_completed,,,,5,1,,,,inferred,medium,chapter via enumerated,1979771078940762586,https://x.com/Un4v5s8bgsVk9Xp/status/1979771078940762586
E00496,2025-10-23,2025-10-23,425,page_completed,,,,6 7,2,,,,inferred,medium,chapter via enumerated,1981366885301309657,https://x.com/Un4v5s8bgsVk9Xp/status/1981366885301309657
E00224,2025-11-09,2025-11-09T05:07:00.134000+00:00,425,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1987386416205328741,https://x.com/Un4v5s8bgsVk9Xp/status/1987386416205328741
E00252,2025-11-10,2025-11-10,426,chapter_stage,character_inking,started,,,,,,ペン入れ 開始!,image_transcription,high,,1987834494318162019,https://x.com/Un4v5s8bgsVk9Xp/status/1987834494318162019
E00497,2025-11-10,2025-11-10,426,page_completed,,,,1,1,,,No.426 ペン入れ 開始!,inferred,medium,chapter via enumerated,1987834494318162019,https://x.com/Un4v5s8bgsVk9Xp/status/1987834494318162019
E00225,2025-11-27,2025-11-27T10:22:12.055000+00:00,,ancillary_work,,,cover,,,,,表紙用カラー完了。,text_explicit,high,,1993988720132018211,https://x.com/Un4v5s8bgsVk9Xp/status/1993988720132018211
E00226,2025-12-14,2025-12-14T19:28:21.052000+00:00,411,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2000286756982423780,https://x.com/Un4v5s8bgsVk9Xp/status/2000286756982423780
E00253,2025-12-16,2025-12-16,426,chapter_stage,character_inking,complete,,,,,,人物ペン入れ 完了,image_transcription,high,,2000981302913458294,https://x.com/Un4v5s8bgsVk9Xp/status/2000981302913458294
E00254,2025-12-27,2025-12-27,412,chapter_stage,manuscript_complete,complete,,,,,,原稿完成,image_transcription,high,,2004867336483078549,https://x.com/Un4v5s8bgsVk9Xp/status/2004867336483078549
E00255,2026-01-13,2026-01-13,413,chapter_stage,manuscript_complete,complete,,,,,,原稿完成,image_transcription,high,,2011143493742387642,https://x.com/Un4v5s8bgsVk9Xp/status/2011143493742387642
E00256,2026-01-14,2026-01-14,414,chapter_stage,manuscript_complete,complete,,,,,,原稿完成!,image_transcription,high,,2011305545647735170,https://x.com/Un4v5s8bgsVk9Xp/status/2011305545647735170
E00257,2026-01-20,2026-01-20,415,chapter_stage,manuscript_complete,complete,,,,,,原稿完成,image_transcription,high,,2013553432829813035,https://x.com/Un4v5s8bgsVk9Xp/status/2013553432829813035
E00258,2026-01-23,2026-01-23,416,chapter_stage,manuscript_complete,complete,,,,,,原稿完成,image_transcription,high,,2014782311775236214,https://x.com/Un4v5s8bgsVk9Xp/status/2014782311775236214
E00259,2026-01-23,2026-01-23,427,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,image_transcription,high,,2014789100658950178,https://x.com/Un4v5s8bgsVk9Xp/status/2014789100658950178
E00260,2026-01-26,2026-01-26,421,chapter_stage,bg_spec,complete,,,,,,背景指定書 作成完了,image_transcription,high,,2015898522009403793,https://x.com/Un4v5s8bgsVk9Xp/status/2015898522009403793
E00261,2026-01-28,2026-01-28,421,chapter_stage,dialogue,complete,,,,,,表紙用カラーと台詞入れ完了,image_transcription,high,,2016302995970076779,https://x.com/Un4v5s8bgsVk9Xp/status/2016302995970076779
E00262,2026-01-28,2026-01-28,,ancillary_work,,,cover,,,,,表紙用カラーと台詞入れ完了,image_transcription,high,,2016302995970076779,https://x.com/Un4v5s8bgsVk9Xp/status/2016302995970076779
E00263,2026-02-05,2026-02-05,417,chapter_stage,manuscript_complete,complete,,,,,,原稿完成,image_transcription,high,,2019278910136193215,https://x.com/Un4v5s8bgsVk9Xp/status/2019278910136193215
E00227,2026-02-10,2026-02-10T07:35:29.189000+00:00,418,chapter_stage,manuscript_complete,complete,,,,,,話、原稿完成。,text_explicit,high,,2021125854991089993,https://x.com/Un4v5s8bgsVk9Xp/status/2021125854991089993
E00264,2026-02-16,2026-02-16,428,chapter_stage,character_inking,complete,,,,,,人物ペン入れ 完了,image_transcription,high,,2023496133910425796,https://x.com/Un4v5s8bgsVk9Xp/status/2023496133910425796
E00228,2026-02-17,2026-02-17T15:06:24.689000+00:00,419,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2023776049042198535,https://x.com/Un4v5s8bgsVk9Xp/status/2023776049042198535
E00229,2026-02-24,2026-02-24T09:43:44.972000+00:00,420,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2026231563562983740,https://x.com/Un4v5s8bgsVk9Xp/status/2026231563562983740
E00265,2026-03-04,2026-03-04,422,chapter_stage,dialogue,complete,,,,,,台詞と背景指定書 作成完了,image_transcription,high,multi-stage phrase,2029207167656706336,https://x.com/Un4v5s8bgsVk9Xp/status/2029207167656706336
E00266,2026-03-04,2026-03-04,422,chapter_stage,bg_spec,complete,,,,,,台詞と背景指定書 作成完了,image_transcription,high,multi-stage phrase,2029207167656706336,https://x.com/Un4v5s8bgsVk9Xp/status/2029207167656706336
E00267,2026-03-06,2026-03-06,423,chapter_stage,bg_spec,complete,,,,,,背景指定 完成,image_transcription,high,,2030043233129226406,https://x.com/Un4v5s8bgsVk9Xp/status/2030043233129226406
E00230,2026-03-10,2026-03-10T23:19:34.668000+00:00,424,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,2031510303587053986,https://x.com/Un4v5s8bgsVk9Xp/status/2031510303587053986
E00268,2026-03-12,2026-03-12,425,chapter_stage,bg_spec,complete,,,,,,背景指定書作成 完了,image_transcription,high,,2032117895745192356,https://x.com/Un4v5s8bgsVk9Xp/status/2032117895745192356
E00231,2026-03-13,2026-03-13T13:54:57.957000+00:00,426,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,2032455377959424439,https://x.com/Un4v5s8bgsVk9Xp/status/2032455377959424439
E00269,2026-03-15,2026-03-15,427,chapter_stage,bg_spec,complete,,,,,,背景指定書 完了,image_transcription,high,,2033276639208153570,https://x.com/Un4v5s8bgsVk9Xp/status/2033276639208153570
E00270,2026-03-17,2026-03-17,429,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了,image_transcription,high,,2033764977727967457,https://x.com/Un4v5s8bgsVk9Xp/status/2033764977727967457
E00232,2026-04-01,2026-04-01T08:22:09.833000+00:00,,ancillary_work,,,colour_illustration,,,,,カラー依頼の色紙完了。,text_explicit,high,,2039256995023479227,https://x.com/Un4v5s8bgsVk9Xp/status/2039256995023479227
E00233,2026-04-08,2026-04-08T07:18:40.354000+00:00,430,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,2041777731969675643,https://x.com/Un4v5s8bgsVk9Xp/status/2041777731969675643
E00234,2026-05-26,2026-05-26T15:43:11.713000+00:00,421,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2059299316800569524,https://x.com/Un4v5s8bgsVk9Xp/status/2059299316800569524
E00235,2026-06-14,2026-06-14T14:34:57.343000+00:00,431,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,2066167513214505229,https://x.com/Un4v5s8bgsVk9Xp/status/2066167513214505229
E00236,2026-06-17,2026-06-17T13:42:07.138000+00:00,,ancillary_work,,,commissioned,,,,,依頼イラスト×2完了。,text_explicit,high,,2067241380007821348,https://x.com/Un4v5s8bgsVk9Xp/status/2067241380007821348
E00237,2026-07-01,2026-07-01T11:52:43.253000+00:00,422,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2072287279197126773,https://x.com/Un4v5s8bgsVk9Xp/status/2072287279197126773
E00238,2026-07-03,2026-07-03T18:20:31.638000+00:00,428,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,2073109649608630730,https://x.com/Un4v5s8bgsVk9Xp/status/2073109649608630730
E00239,2026-07-07,2026-07-07T16:56:50.885000+00:00,423,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2074538142506549407,https://x.com/Un4v5s8bgsVk9Xp/status/2074538142506549407
E00240,2026-07-11,2026-07-11T00:01:58.294000+00:00,432,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,2075732291931009110,https://x.com/Un4v5s8bgsVk9Xp/status/2075732291931009110
E00241,2026-07-11,2026-07-11T00:01:58.294000+00:00,433,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,2075732291931009110,https://x.com/Un4v5s8bgsVk9Xp/status/2075732291931009110
E00271,2026-08-03,2026-08-03,433,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,image_transcription,high,,2084155567363539307,https://x.com/Un4v5s8bgsVk9Xp/status/2084155567363539307
E00242,2026-08-08,2026-08-08T16:47:58.487000+00:00,424,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2086132321166794760,https://x.com/Un4v5s8bgsVk9Xp/status/2086132321166794760
E00243,2026-08-11,2026-08-11T13:33:10.988000+00:00,425,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2087170463839682713,https://x.com/Un4v5s8bgsVk9Xp/status/2087170463839682713
E00244,2026-08-25,2026-08-25T06:12:06.730000+00:00,426,chapter_stage,manuscript_complete,complete,,,,,,原稿完成。,text_explicit,high,,2092132894814998720,https://x.com/Un4v5s8bgsVk9Xp/status/2092132894814998720
E00272,2026-08-27,2026-08-27,429,chapter_stage,bg_spec,complete,,,,,,背景指定書 完成,image_transcription,high,,2092902182790341023,https://x.com/Un4v5s8bgsVk9Xp/status/2092902182790341023
